central_point_id	element	refnumber	x	y	z	intensity_real	intensity_imag
9491	Li	8	4.77250000E+01	7.05500000E+01	6.01750000E+01	-1.14098568E+01	4.92013516E-15
9493	Li	6	4.56500000E+01	7.26250000E+01	6.43250000E+01	-1.13116848E+01	2.75352741E-14
9494	Li	7	4.77250000E+01	7.26250000E+01	6.22500000E+01	-1.14789710E+01	-6.02684775E-14
9495	Li	5	4.56500000E+01	7.05500000E+01	6.64000000E+01	-1.16557988E+01	1.25156359E-14
9496	Li	6	4.56500000E+01	7.26250000E+01	6.84750000E+01	-1.14266484E+01	2.75352741E-14
9499	Li	6	4.56500000E+01	7.26250000E+01	7.26250000E+01	-1.13977912E+01	2.75352741E-14
9500	Li	7	4.77250000E+01	7.26250000E+01	7.05500000E+01	-1.14501496E+01	-6.02684775E-14
9503	Li	7	4.77250000E+01	7.26250000E+01	7.47000000E+01	-1.13356514E+01	-6.02684775E-14
9504	Li	5	4.56500000E+01	7.05500000E+01	7.88500000E+01	-1.16849067E+01	1.25156359E-14
9506	Li	6	4.56500000E+01	7.67750000E+01	2.07500000E+00	-1.14548255E+01	4.39769587E-14
9507	Li	7	4.77250000E+01	7.67750000E+01	0.00000000E+00	-1.14216145E+01	-7.37448771E-15
9509	Li	7	4.77250000E+01	7.67750000E+01	4.15000000E+00	-1.14789710E+01	-7.37448771E-15
9512	Li	6	4.56500000E+01	7.67750000E+01	1.45250000E+01	-1.13121144E+01	4.39769587E-14
9513	Li	8	4.77250000E+01	7.47000000E+01	1.45250000E+01	-1.16102824E+01	7.27799547E-14
9514	Li	6	4.56500000E+01	7.67750000E+01	1.86750000E+01	-1.13688981E+01	4.39769587E-14
9515	Li	8	4.77250000E+01	7.47000000E+01	1.86750000E+01	-1.14952113E+01	7.27799547E-14
9517	Li	6	4.56500000E+01	7.67750000E+01	2.28250000E+01	-1.15696101E+01	4.39769587E-14
9520	Li	8	4.77250000E+01	7.47000000E+01	2.69750000E+01	-1.15814609E+01	7.27799547E-14
9521	Li	8	4.77250000E+01	7.47000000E+01	3.11250000E+01	-1.15526752E+01	7.27799547E-14
9522	Li	5	4.56500000E+01	7.47000000E+01	3.32000000E+01	-1.13690878E+01	-5.51097125E-14
9523	Li	8	4.77250000E+01	7.47000000E+01	3.52750000E+01	-1.16673167E+01	7.27799547E-14
9525	Li	6	4.56500000E+01	7.67750000E+01	3.94250000E+01	-1.12832571E+01	4.39769587E-14
9527	Li	8	4.77250000E+01	7.47000000E+01	3.94250000E+01	-1.16959949E+01	7.27799547E-14
9528	Li	6	4.56500000E+01	7.67750000E+01	4.35750000E+01	-1.13975405E+01	4.39769587E-14
9530	Li	5	4.56500000E+01	7.47000000E+01	4.98000000E+01	-1.15986213E+01	-5.51097125E-14
9531	Li	6	4.56500000E+01	7.67750000E+01	5.18750000E+01	-1.13978270E+01	4.39769587E-14
9533	Li	5	4.56500000E+01	7.47000000E+01	5.39500000E+01	-1.15982991E+01	-5.51097125E-14
9534	Li	6	4.56500000E+01	7.67750000E+01	6.01750000E+01	-1.13120070E+01	4.39930875E-14
9535	Li	7	4.77250000E+01	7.67750000E+01	5.81000000E+01	-1.15071481E+01	-7.40298007E-15
9537	Li	8	4.77250000E+01	7.47000000E+01	6.43250000E+01	-1.15525320E+01	7.27858567E-14
9539	Li	7	4.77250000E+01	7.67750000E+01	6.64000000E+01	-1.14213639E+01	-7.40298007E-15
9541	Li	8	4.77250000E+01	7.47000000E+01	7.26250000E+01	-1.16099960E+01	7.27858567E-14
9542	Li	6	4.56500000E+01	7.67750000E+01	7.67750000E+01	-1.14263620E+01	4.39930875E-14
9543	Li	8	4.77250000E+01	7.47000000E+01	7.67750000E+01	-1.16672451E+01	7.27858567E-14
9544	Li	7	4.77250000E+01	7.67750000E+01	7.88500000E+01	-1.15077567E+01	-7.40298007E-15
9545	Li	8	4.77250000E+01	7.47000000E+01	8.09250000E+01	-1.14951039E+01	7.27858567E-14
9546	Li	5	4.56500000E+01	7.88500000E+01	0.00000000E+00	-1.15700147E+01	-3.01415034E-14
9550	Li	6	4.56500000E+01	8.09250000E+01	1.03750000E+01	-1.13691845E+01	-5.09415983E-14
9551	Li	7	4.77250000E+01	8.09250000E+01	8.30000000E+00	-1.14216145E+01	-9.22366903E-15
9552	Li	5	4.56500000E+01	7.88500000E+01	1.24500000E+01	-1.15410500E+01	-3.01415034E-14
9554	Li	5	4.56500000E+01	7.88500000E+01	1.66000000E+01	-1.16270132E+01	-3.01415034E-14
9555	Li	7	4.77250000E+01	8.09250000E+01	1.66000000E+01	-1.13641148E+01	-9.22366903E-15
9556	Li	8	4.77250000E+01	7.88500000E+01	1.86750000E+01	-1.15812103E+01	8.11113630E-14
9557	Li	6	4.56500000E+01	8.09250000E+01	2.28250000E+01	-1.15123968E+01	-5.09415983E-14
9559	Li	5	4.56500000E+01	7.88500000E+01	2.49000000E+01	-1.14554806E+01	-3.01415034E-14
9560	Li	8	4.77250000E+01	7.88500000E+01	2.69750000E+01	-1.16388174E+01	8.11113630E-14
9561	Li	6	4.56500000E+01	8.09250000E+01	3.11250000E+01	-1.12545789E+01	-5.09415983E-14
9562	Li	8	4.77250000E+01	7.88500000E+01	3.11250000E+01	-1.15527469E+01	8.11113630E-14
9563	Li	7	4.77250000E+01	8.09250000E+01	3.32000000E+01	-1.15358979E+01	-9.22366903E-15
9564	Li	5	4.56500000E+01	7.88500000E+01	3.73500000E+01	-1.15695850E+01	-3.01415034E-14
